Id, ChartId
10855,chartId_1414371715476_0.6424218290263446
54927,chartId_1467949671870_0.1374434360768646
6607,chartId_1403516494756_0.5766023740662847
4678,chartId_1399590626099_0.6904553326558817
47961,chartId_1460665942696_0.7692085051676377
10824,chartId_1414246714508_0.9406459263831304
40111,chartId_1453391855959_0.8036255338229239
36508,chartId_1449358584727_0.47741164173388423
5862,chartId_1401458172045_0.9113059414200257
33179,chartId_1446139951634_0.7976911442819983
7223,chartId_1404394627592_0.1442753074919858
10969,chartId_1414587211367_0.7460851459399029
34596,chartId_1447412413105_0.2945688479366533
115,chartId_1366162873427_0.6730045049302269
58530,chartId_1475402845554_0.17190568631575265
47262,chartId_1460066743153_0.04279009609022277
11089,chartId_1414929053898_0.5762328277154267
9586,chartId_1411507722884_0.754985455343292
21597,chartId_1433421053687_0.12075005004277955
38024,chartId_1451022159697_0.36990969455507816
4803,chartId_1399777982875_0.8395189407278715
39814,chartId_1453161873865_0.2663034076986126
58493,chartId_1475041418149_0.5729690530750633
1535,chartId_1376516474598_0.8431859242177799
39446,chartId_1452769829720_0.9610934833556644
51581,chartId_1464127372572_0.8595365421852168
25877,chartId_1438568646413_0.33379218228418256
15813,chartId_1425307587925_0.4386161469000058
58196,chartId_1473253828324_0.31033553349756837
31337,chartId_1444619506072_0.32276092304790066
21135,chartId_1432824287307_0.011093582666346912
4495,chartId_1399394067205_0.31705143237295596
4894,chartId_1399936103023_0.0341562191799743
16059,chartId_1425649399771_0.5258389815653224
26302,chartId_1439215993711_0.5325378979632434
39784,chartId_1453149945583_0.9657342975319123
14538,chartId_1422925974871_0.712787324064498
44976,chartId_1457738400139_0.1744671710129711
34910,chartId_1447750676264_0.021873512563584774
26254,chartId_1439126853893_0.9407227824476018
22572,chartId_1434661814011_0.024477959028882667
27405,chartId_1440649851615_0.25220342191535005
41010,chartId_1454157759279_0.19796153770495134
53377,chartId_1466069528620_0.43593808028472186
11643,chartId_1416226259707_0.31413677391770173
7961,chartId_1407238827469_0.6861035612229889
28860,chartId_1442420011039_0.25218715181194284
11698,chartId_1416301819306_0.9798915165481756
49256,chartId_1461724652928_0.7653696584944356
37828,chartId_1450744961556_0.3668827258902798
27406,chartId_1440649895427_0.7927576439943689
39733,chartId_1453116902741_0.04387815087239039
43530,chartId_1456561358056_0.1891062343493104
460,chartId_1369567903174_0.7209010613460817
36096,chartId_1448982467071_0.34025308631992074
1595,chartId_1377126396635_0.196398761567933
25006,chartId_1437439511395_0.04639778217346935
24414,chartId_1436753187252_0.5965237817510094
25007,chartId_1437439678921_0.788057385160939
40679,chartId_1453903776610_0.1957273954830197
2238,chartId_1384479223451_0.930267173542943
13186,chartId_1419866102324_0.02808140284170957
28865,chartId_1442423124890_0.5987844434949772
1432,chartId_1376018399060_0.5760984405265022
29861,chartId_1443285609214_0.9726653397768352
21574,chartId_1433406806928_0.9030972182732191
26161,chartId_1438900249344_0.5716877115877854
18994,chartId_1430168251740_0.33626965370490624
52404,chartId_1464975559181_0.1289793595465939
34248,chartId_1447205435254_0.028253069952671406
55432,chartId_1469036533724_0.9053082291692078
58206,chartId_1473255524834_0.38437967910431325
39887,chartId_1453217043583_0.0899873450094063
35062,chartId_1447843067519_0.2546596574824505
29539,chartId_1443029494435_0.8484111883671035
32991,chartId_1445999617976_0.12602234718059568
28386,chartId_1441884633212_0.5937213410713029
38114,chartId_1451262052079_0.23545613726070308
18507,chartId_1429543092263_0.3999171015143824
6914,chartId_1403827725533_0.8518361747220047
32145,chartId_1445351501111_0.7211270431069474
56584,chartId_1471319937070_0.5390178207308054
4064,chartId_1392142352028_0.25707435702629555
19717,chartId_1431110193710_0.4011729532854135
7392,chartId_1404860230986_0.6408549652176763
4579,None
39397,chartId_1452727331061_0.823268592690694
31348,chartId_1444632334675_0.1961106206290424
20968,chartId_1432651524696_0.5587560795166151
54970,chartId_1468024726084_0.3675793595612049
54612,chartId_1467509710206_0.9458733312785625
23875,chartId_1436024299817_0.8927296396259017
5094,chartId_1400256649467_0.42925993755242586
5673,chartId_1401383594149_0.6521540198898723
17144,chartId_1427500577665_0.2748455866239965
15746,chartId_1425125181281_0.14579160530204516
6834,chartId_1403689680128_0.7976405783765217
25645,chartId_1438166911991_0.62473440919944
44864,chartId_1457644785490_0.025582994370243472
37684,chartId_1450506756795_0.2038750880688831
46788,chartId_1459565838249_0.21302338712848723
33798,chartId_1446748218817_0.2598925651902586
2150,chartId_1383583182081_0.2991902217376443
53862,chartId_1466621723617_0.9566905054719803
44148,chartId_1457076938508_0.6168055055958483
34830,chartId_1447691167204_0.3397755674938467
49407,chartId_1461845059256_0.3003263345453888
16788,chartId_1427091713662_0.16995972336530624
48405,chartId_1461047728886_0.8374126178153194
47485,chartId_1460374884940_0.24504127437109963
55708,chartId_1469563110939_0.21145188085234856
42843,chartId_1455895243272_0.7885351683944464
54186,chartId_1466981197748_0.1486230327282101
36410,chartId_1449238294148_0.19236034317873418
50297,chartId_1462898268141_0.7734456434514538
33440,chartId_1446502209465_0.055236340034753084
57026,chartId_1471897443937_0.7383162365294993
9287,chartId_1410856442323_0.12384519328058735
8328,chartId_1408126077281_0.7021759460060049
38524,chartId_1451918631882_0.3050332130427731
13905,chartId_1421588957363_0.6360015569728442
1064,chartId_1371620716897_0.11447086225750164
49723,chartId_1462284398305_0.06677267188206315
43382,chartId_1456391132694_0.47832263726741076
57213,chartId_1472039564815_0.57376879000404
25591,chartId_1438124326520_0.40522556364127904
54500,chartId_1467298805103_0.41116475819061593
30186,chartId_1443609789642_0.35564922758194595
46638,chartId_1459430228504_0.5467378883555405
33421,chartId_1446487275275_0.11582157271914184
58317,chartId_1473804792330_0.9579852432943881
4386,chartId_1399197573899_0.279957655266566
25537,chartId_1438088456088_0.7970166154065155
35927,chartId_1448766223156_0.8253547902427312
37436,chartId_1450270480164_0.6149285304439558
40198,chartId_1453454001650_0.9996150074400364
14417,chartId_1422604908534_0.9724680245413234
39937,chartId_1453246983710_0.5971770637474372
25106,chartId_1437534536920_0.3506527272437006
9332,chartId_1410900008710_0.16719214143798638
58155,chartId_1473190185653_0.06515306537039578
3150,chartId_1394427622230_0.5242734206245689
9073,chartId_1410409278759_0.7408531967654091
32496,chartId_1445549518279_0.17997817536077937
16448,chartId_1426506534267_0.1284240619133032
14505,chartId_1422848674307_0.7021063555382874
51772,chartId_1464292443886_0.8882607124333208
3830,chartId_1398332849578_0.6733291330631682
35964,chartId_1448868630691_0.44011558981230947
36289,chartId_1449134980548_0.19730529469843228
4041,chartId_1398717495529_0.6567216817780342
23073,chartId_1435134811029_0.8749322748549395
41387,chartId_1454541410271_0.8661921149053382
21854,chartId_1433811281076_0.17722599914379694
46051,chartId_1458744097212_0.5388728241576799
27892,chartId_1441246542485_0.6339175403118134
11860,chartId_1416523300499_0.893629894531355
30155,chartId_1443560979086_0.009276563828164274
32273,chartId_1445424895534_0.5298901365604252
57948,chartId_1472929255357_0.40348948957398534
29775,chartId_1443182609293_0.33172753150574863
36980,chartId_1449747271039_0.3673793937037162
50662,chartId_1463170571864_0.04314450962227162
19979,chartId_1431524057509_0.2406235925893377
43146,chartId_1456246841987_0.7524346673260638
49746,chartId_1462296828228_0.4112211294902794
14895,chartId_1423397045190_0.3326929889407375
10389,chartId_1413221687602_0.020072570772740827
39532,chartId_1452803478268_0.8464817443171917
9975,chartId_1412256420614_0.17181901190997834
46306,chartId_1459061160518_0.970815897686407
22200,chartId_1434195087621_0.9988335738889873
3846,chartId_1398346213428_0.27096523722918153
2635,chartId_1385059728375_0.23947696171140093
19291,chartId_1430494062209_0.9984079483771944
19218,chartId_1430408310644_0.9548096419451906
32256,chartId_1445418313842_0.055704385275021195
42586,chartId_1455705496633_0.4248056789757243
49838,chartId_1462376442159_0.1697177782555091
25617,chartId_1438137744436_0.4129993946540474
26847,chartId_1439994465426_0.7387420035562273
38648,chartId_1452020342853_0.1980084937531501
33092,chartId_1446059749676_0.012753840900204427
6644,chartId_1384033593590_0.8332624381873501
52933,chartId_1465645585224_0.3785427174147779
40893,chartId_1454071133150_0.19994281790551832
23958,chartId_1436193212810_0.6329692975451331
784,chartId_1370411371434_0.18562445599609312
32192,chartId_1445375593167_0.2906681058377327
31007,chartId_1444229977233_0.3833597194280215
32389,chartId_1445494202620_0.5236044553838226
3773,chartId_1398260907955_0.3273422391102887
25424,chartId_1437962385796_0.3422131636514132
54660,chartId_1467628811475_0.9519860086555463
23290,chartId_1435317800079_0.589661719975993
39850,chartId_1453193040572_0.17770145437680185
5370,chartId_1400787596980_0.8759667097394141
20337,chartId_1431937677633_0.8347830049708684
33543,chartId_1446578100443_0.4618869577534497
16738,chartId_1426952916412_0.5278664446117318
6252,chartId_1402366866735_0.1480859399163571
28346,chartId_1441827210934_0.8937097477458341
30762,chartId_1444060162608_0.4823505366522928
12889,chartId_1418882855354_0.284003279402799
23261,chartId_1435280003138_0.34485764685086906
47563,chartId_1460409282471_0.7486729966210268
23863,chartId_1435994476928_0.7485825000109798
13837,chartId_1421370244890_0.5868803840973504
54426,chartId_1467222846181_0.240284561283226
1295,chartId_1374910712656_0.11859060236910362
55717,chartId_1469590529335_0.949793169405778
22564,chartId_1434657628049_0.48929559485381363
15660,chartId_1424914269387_0.889164109095453
52392,chartId_1464967944856_0.833592470587454
30696,chartId_1444010303479_0.26727018387012785
35198,chartId_1448023502228_0.7280523243605304
33628,chartId_1446638496875_0.4056386228185147
50535,chartId_1463060950629_0.16569589683786035
13064,chartId_1419338112261_0.8346464440261254
43845,chartId_1456835017858_0.011224840911672362
1068,chartId_1371623260741_0.40102872162614866
3530,chartId_1397809732758_0.01063567051489872
53707,chartId_1466470408928_0.5493575591808408
2867,chartId_1391995263162_0.4715247475668037
58227,chartId_1473260986047_0.7067239342723042
11546,chartId_1415963461134_0.9955007254611701
3147,chartId_1394425819624_0.7962012435063865
43645,chartId_1456720076075_0.6198005840308334
18599,chartId_1429627976911_0.9224026678086167
55458,chartId_1469091767446_0.14381943340413272
53295,chartId_1466006857697_0.8130517679023783
56001,chartId_1470273057364_0.08340870193205774
15117,chartId_1423791502805_0.5420917482400505
55368,chartId_1468950543965_0.716477305631693
50351,chartId_1462949112404_0.42147349500944475
5779,chartId_1401429551917_0.3555788964924128
21014,chartId_1432692233441_0.14966827090552953
57061,chartId_1471975759222_0.2626388875487598
50360,chartId_1462954091975_0.0275294107850641
10318,chartId_1412962712272_0.8429899387512896
50822,chartId_1463403369785_0.7098215068690479
51602,chartId_1464157575987_0.633844141382724
4884,chartId_1399926469816_0.6302675773645519
47295,chartId_1460107790069_0.3254425923475659
56002,chartId_1470273106743_0.5610250935424119
12275,chartId_1417558746984_0.4046477238004384
33313,chartId_1446305478081_0.7796394020829502
32474,chartId_1445535974400_0.5383091836195002
39181,chartId_1452588256074_0.9488475251455234
30809,chartId_1444086036963_0.412497647476071
18528,chartId_1429562561178_0.7837402272374914
31504,chartId_1444749743183_0.41527347238866685
46673,chartId_1459453705596_0.8324356905650347
46870,chartId_1459722107348_0.21554671630759015
40805,chartId_1453988892067_0.9468443894293159
6670,chartId_1403589723540_0.6673945795247029
27201,chartId_1440496975080_0.6901555021437951
16860,chartId_1427194018895_0.4691534487920453
33850,chartId_1446825656043_0.1488503237634879
56529,chartId_1471215613282_0.6205880250781775
28684,chartId_1442273064131_0.08487196895293891
10313,chartId_1412946125627_0.2073342136460341
19125,chartId_1430323154558_0.5241570503461156
9372,chartId_1410964498144_0.871026200626606
53796,chartId_1466559901669_0.9603489206638187
24230,chartId_1436453068600_0.6352621558009397
28726,chartId_1442320874031_0.3704222023852688
35561,chartId_1448374473166_0.1674466676681029
20139,chartId_1431697144927_0.5314313158879231
19962,chartId_1431510881448_0.5748387025316941
34747,chartId_1447614739937_0.41630260070992125
46389,chartId_1459224268912_0.5450129900260707
18144,chartId_1429099447464_0.1281824997817359
45520,chartId_1458227981224_0.878170906054505
4076,chartId_1398782422177_0.24418467962090728
29575,chartId_1443040780243_0.5625035700041527
43131,chartId_1456241163219_0.137210767949
29403,chartId_1442952849733_0.6071359985508025
24848,chartId_1437124577960_0.46173365637131847
6115,chartId_1401989538386_0.5648208772169364
32620,chartId_1445646507944_0.9036625674428081
20051,chartId_1431610186043_0.8371067435103751
653,chartId_1370040708918_0.17490125267455753
266,chartId_1368686350073_0.1162331267969664
33252,chartId_1446221937749_0.12929839380777647
13703,chartId_1421157446464_0.04515908047392758
454,chartId_1369561486557_0.9478968373164925
51979,chartId_1464597488874_0.9728203584140543
16946,chartId_1427300715752_0.6636326199861845
45752,chartId_1458490608083_0.0266730086296027
19413,chartId_1430704245749_0.5631979177247766
55901,chartId_1470093453206_0.11350579955760676
39365,chartId_1452702176368_0.6833919635797077
5831,chartId_1401443526844_0.8026214930895898
21620,chartId_1433451505844_0.21257729670223357
5168,chartId_1400427449769_0.8947666480579117
10345,chartId_1413040792568_0.4656771511403147
6575,chartId_1403417368768_0.03684804467009417
7555,chartId_1406036511833_0.424749190426877
49332,chartId_1461787905861_0.7217633882954442
11343,chartId_1415331541141_0.6992870913307219
10064,chartId_1412474343652_0.4130562283092491
47862,chartId_1460608750546_0.8808677196350589
37770,chartId_1450668785058_0.02159142732027336
4389,chartId_1399200888639_0.749277821417351
50424,chartId_1462995410950_0.36644148877272214
25188,chartId_1437608798318_0.3927300359009668
24293,chartId_1436509178537_0.47947317178133353
30295,chartId_1443689965642_0.827273364411667
3633,chartId_1398062506177_0.3806589748386907
31925,chartId_1445126391732_0.4677447131488735
14548,chartId_1422949359086_0.37987394660071305
41103,chartId_1454296428236_0.6080773371529589
18442,chartId_1429489635909_0.6206819755725757
55621,chartId_1469480359463_0.3392638274021097
2296,chartId_1385012625324_0.7188732790658037
45267,chartId_1458035208224_0.6455267916505757
37428,chartId_1450265034985_0.5890356029911441
22611,chartId_1434717202353_0.1328235064834964
37410,chartId_1450242649740_0.4532017447054386
30667,chartId_1443981867458_0.05762843231147008
27723,chartId_1441055189012_0.2241351971329058
23596,chartId_1435699077270_0.04665964562445879
22192,chartId_1434176379928_0.13159625115804374
36703,chartId_1449513151340_0.12033634122218684
25000,chartId_1437435754781_0.8048817116120092
40444,chartId_1453729730491_0.6547883809746502
48168,chartId_1460824805897_0.029048029475699677
48979,chartId_1461543047436_0.9617951605810906
1020,chartId_1371361337083_0.4485358179732257
32168,chartId_1445364167439_0.7238845062876614
43746,chartId_1456785033702_0.27778826325068345
58277,chartId_1473462806206_0.4447199722259543
21805,chartId_1433767461576_0.18917970444402637
6178,chartId_1402112959863_0.7647078224160746
53016,chartId_1465758923181_0.5545399688106403
16110,chartId_1425861065366_0.9702251338178351
4918,chartId_1399978404138_0.08890519364317778
44378,chartId_1457322047232_0.9460860941299812
8004,chartId_1407286058700_0.3546113419089834
29698,chartId_1443116650322_0.8420359981820797
30698,chartId_1444011267415_0.005488892763955644
49445,chartId_1461868174082_0.008753614730858117
9327,chartId_1410889187814_0.5676712588729358
13115,chartId_1419546078460_0.4738573465974228
27626,chartId_1440967586856_0.8987901436859915
52418,chartId_1464985794336_0.9865951757322554
41614,chartId_1454811362227_0.01262200095277688
49811,chartId_1462355529231_0.7185619664378464
42949,chartId_1456056521924_0.8730011930466783
16651,chartId_1426790976795_0.100675604496202
30180,chartId_1443602361014_0.1377610783611215
43977,chartId_1456944131260_0.516581434776907
5799,chartId_1401435713680_0.749792112532317
1596,chartId_1377130904816_0.2275836423912862
56993,chartId_1471869355911_0.22195038991048932
27785,chartId_1441117602772_0.00977899077569877
32657,chartId_1445688755440_0.5542473229321292
39732,chartId_1453116455026_0.39749622006316515
51997,chartId_1464621946430_0.5285892984703298
646,chartId_1370032772213_0.9799507158234464
23117,chartId_1435159382920_0.9418192743415037
36110,chartId_1448990211586_0.26009358213092115
21669,chartId_1433519562080_0.5873073216809477
17537,chartId_1428011068932_0.9370577924422525
24946,chartId_1437359475269_0.9165132782834372
16757,chartId_1426981394660_0.642412829100934
728,chartId_1370393716186_0.6483107492888325
50391,chartId_1462978735086_0.38372620178106953
4197,chartId_1398928489158_0.0835360688279575
34300,chartId_1447258772232_0.1706584883525989
16670,chartId_1426829438473_0.9023041473626696
7073,chartId_1404122603372_0.03758367478704283
58150,chartId_1473188267371_0.5234390320256352
42477,chartId_1455633086958_0.8930444461201079
4465,chartId_1399377425737_0.6633306018140512
16241,chartId_1426066427310_0.7731177718287844
2322,chartId_1385355778502_0.7354235119703736
41076,chartId_1454271849064_0.9623217634668622
17555,chartId_1428022195109_0.31855001486837864
53601,chartId_1466335759916_0.8381728028314863
6410,chartId_1402718984724_0.5015425687852177
9618,chartId_1411527917280_0.15948324045160012
45399,chartId_1458137950181_0.7411548792209442
14044,chartId_1421868133645_0.15503835672765154
3195,chartId_1394469404467_0.13669002895703064
44084,chartId_1457026775283_0.8233658615767762
14241,chartId_1422310618413_0.9333056194853938
13542,chartId_1420713125998_0.42847711254349824
38599,chartId_1451981670504_0.6882309926501526
2719,chartId_1390203855283_0.1106892912249095
36430,chartId_1449250444081_0.7801204526653968
11970,chartId_1416893155544_0.9260150241232562
7527,chartId_1405996229488_0.7201384510041417
54380,chartId_1467171058406_0.3089550424693695
40680,chartId_1453904102207_0.2592441362969965
30630,chartId_1443946562809_0.5996873243711889
25129,chartId_1437562952559_0.1921472274698317
42332,chartId_1455523031859_0.3961086237316911
17218,chartId_1427660958982_0.33848475358031477
35563,chartId_1448374875123_0.34867778998868687
39758,chartId_1453145722937_0.5338064634706825
11564,chartId_1415992825690_0.36373387018475633
58117,chartId_1473162248742_0.40903285256372634
21959,chartId_1433896431131_0.9432972747190349
12453,chartId_1418043449208_0.37321081148833584
35685,chartId_1448498158459_0.11038427264429629
24002,chartId_1436250201070_0.5030798148186657
41203,chartId_1454379923197_0.5428469012022008
32214,chartId_1445389221640_0.1414500169362008
2260,chartId_1384820807713_0.8810376339748881
25886,chartId_1438583165774_0.8691287014661885
9119,chartId_1410451698303_0.9951083620674954
9399,chartId_1411046883844_0.8082063602143712
29419,chartId_1442972642056_0.6871379505640908
8960,chartId_1410187775864_0.7723961532744235
41781,chartId_1454984235143_0.9079704645555466
35016,chartId_1447793190447_0.3851236285043552
12261,chartId_1417548520760_0.7667372653837623
38710,chartId_1452093065203_0.8750829238382817
52911,chartId_1465590213688_0.9042762539151947
36001,chartId_1448902479304_0.6271929208378121
6032,chartId_1401866645310_0.7865449805780136
54571,chartId_1467391131955_0.7876854226924479
31903,chartId_1445085346019_0.5377981001511216
47969,chartId_1460670277292_0.2397253734525293
23754,chartId_1435838722461_0.7205154084215153
12224,chartId_1417506243119_0.3857346299399236
53082,chartId_1465837546201_0.7887387424707413
33556,chartId_1446581077664_0.6284556499770842
15,chartId_1364950792463_0.8960073203057057
13122,chartId_1419573011190_0.8036553969428455
53864,chartId_1466622151053_0.44791623890796445
6359,chartId_1402587529534_0.4444526310366154
26845,chartId_1439993975734_0.002013915957259471
32569,chartId_1445627105585_0.41826086289647657
35003,chartId_1447786690610_0.20653922762078797
32340,chartId_1445460258449_0.494973340641785
30982,chartId_1444208699885_0.30376613372936845
13842,chartId_1421389923518_0.013096095961352194
11590,chartId_1416123846926_0.7461725212421495
56979,chartId_1471843576118_0.23281402645668786
44203,chartId_1457104426268_0.5694777018392202
21934,chartId_1433877007490_0.632406767023584
29822,chartId_1443219864145_0.656758158789056
40936,chartId_1454088762846_0.5680079793091863
21957,chartId_1433894938151_0.015352986054494977
29274,chartId_1442885798690_0.33728156103729884
55617,chartId_1469478845564_0.40107718924991786
52994,chartId_1465724432710_0.9027200029231608
55860,chartId_1470034176237_0.5536695751907394
53574,chartId_1466259277634_0.7923507208196364
38994,chartId_1452418175672_0.3751821499884736
17949,chartId_1428680589148_0.3018669915356557
41924,chartId_1455102445938_0.2932655713520944
30564,chartId_1443877388831_0.7437749603017822
2304,chartId_1385020266645_0.5849640497594393
23912,chartId_1436114009977_0.6952933031134307
33406,chartId_1446477854218_0.28042032662779093
8715,chartId_1409335920237_0.3601287070296784
45930,chartId_1458675112263_0.8995342578273267
735,chartId_1370394774930_0.8334779530907972
54138,chartId_1466918348773_0.7091861601087377
5282,chartId_1400657590771_0.12576615070387353
56298,chartId_1470806480877_0.7022591175538065
4814,chartId_1399809853645_0.2557736590436214
12546,chartId_1418084004859_0.7978209189604968
44830,chartId_1457626166092_0.5398538053179225
27128,chartId_1440412505907_0.4665355040468752
1050,chartId_1371423648483_0.29121607761392715
50477,chartId_1463032970939_0.08279882212018608
20988,chartId_1432668485846_0.20882885507307947
13507,chartId_1420657742343_0.7761561367764711
7742,chartId_1406709409084_0.10541840636772798
26547,chartId_1439558781006_0.6121121411805988
23130,chartId_1435167290444_0.1020766173394353
7329,chartId_1404702530821_0.9895509889452991
41592,chartId_1454775201773_0.23824127390002386
24696,chartId_1436984732139_0.10520717304770644
48136,chartId_1460792990375_0.32677608520280127
13083,chartId_1419367789829_0.034293920425952806
13824,chartId_1421346222340_0.0012166844548989197
4191,chartId_1398911213783_0.19325988863962096
50933,chartId_1463492339842_0.20130258770635956
51421,chartId_1464026417439_0.7173137538629322
33709,chartId_1446698604324_0.5440172376983686
13862,chartId_1421436554929_0.9494487894930121
33692,chartId_1446675672386_0.906859893957451
758,chartId_1370405870289_0.24208812823349368
36833,chartId_1449609478720_0.23822759534232318
34514,chartId_1447364165863_0.6182310474465525
39870,chartId_1453210000727_0.5553452623322816
8757,chartId_1409536827811_0.501240055634709
24265,chartId_1436479500201_0.06749732940340236
13984,chartId_1421768871360_0.005785464026290432
39295,chartId_1452677794044_0.24578875166301556
50611,chartId_1463140645726_0.4675676350016147
14078,chartId_1421919634426_0.682186526775082
37928,chartId_1450852777933_0.6903065427779984
57160,chartId_1471975233174_0.6117471528494764
51803,chartId_1464324601837_0.21253121099865202
38011,chartId_1450981732362_0.051141879977792015
32277,chartId_1445432809803_0.07866431249317324
33577,chartId_1446587545412_0.953516507934698
48467,chartId_1461084595969_0.11564385518106701
15489,chartId_1424487462336_0.4214140518074794
44012,chartId_1456983450831_0.7085005901187784
53771,chartId_1466524552277_0.3896609031440036
39854,chartId_1453194192800_0.21079065970808636
36025,chartId_1448925183577_0.3048299034381386
7801,chartId_1406828563893_0.07844501103593931
411,chartId_1369457539590_0.018344906327412702
56631,chartId_1471365848586_0.7343701899865688
51200,chartId_1463730781496_0.25362678409126005
14830,chartId_1423228650170_0.63149638523077
10917,chartId_1414491738285_0.7096160382185492
31564,chartId_1444807089820_0.8756422905717045
36478,chartId_1449331612344_0.09339388040234492
50312,chartId_1462909234496_0.4980963223434616
54638,chartId_1467580306067_0.24036882882196014
4755,chartId_1399649260001_0.28354575839903223
48549,chartId_1461118504743_0.8876794755410661
50063,chartId_1462564845547_0.3470192633169015
7709,chartId_1406641685949_0.4558312253644108
47141,chartId_1459972411789_0.5141435650779091
24546,chartId_1436885511890_0.22834565247505434
15883,chartId_1425378794276_0.36986499695314495
51201,chartId_1463731016691_0.1957020225372273
31969,chartId_1445205023479_0.9884357135365247
9106,chartId_1405186676661_0.2999293364731487
50649,chartId_1463163403377_0.37543726503604196
20285,chartId_1431843318021_0.29688544979239456
20897,chartId_1432532298599_0.19720810195264182
42556,chartId_1455675364700_0.896179853240028
50639,chartId_1463157377550_0.21692056018795935
37241,chartId_1450095947732_0.8966073754889211
26066,chartId_1438804491117_0.6895641430273989
48534,chartId_1461118199432_0.18445033550278556
3981,chartId_1398643842589_0.825986517977161
7935,chartId_1407183470727_0.871627064029781
15952,chartId_1425468581283_0.3290184550858281
17837,chartId_1428519120587_0.28483530199444295
36538,chartId_1449379100208_0.09511374566212943
58243,chartId_1473287411876_0.838962967168621
13235,chartId_1420025012963_0.3410728434710022
13881,chartId_1421471973149_0.37454544656309735
19000,chartId_1430190394594_0.9122258090441897
20774,chartId_1432307855110_0.05188172189316714
7518,chartId_1405973608380_0.1311744375509628
481,chartId_1369718839590_0.20159714962467406
36000,chartId_1448901716705_0.15811987830330376
51924,chartId_1464491105181_0.6649793670512736
52693,chartId_1465395171860_0.4243478959459624
24889,chartId_1437152002429_0.8106222091868092
54518,chartId_1467310794314_0.03473811270669103
48284,chartId_1460975572709_0.41529265784220465
48699,chartId_1461224882127_0.8808202291838825
6201,chartId_1402227181364_0.13258588573842817
36340,chartId_1449178800539_0.2551204054640469
53606,chartId_1466350502877_0.588533881586045
19746,chartId_1431187054795_0.9383002989318422
17633,chartId_1428180206814_0.4427214600145817
13863,chartId_1421438302934_0.41559946896758004
15402,chartId_1424331650623_0.14401839158786783
26653,chartId_1439777501749_0.21846148421313022
15234,chartId_1424045450311_0.9528912034574806
4426,chartId_1399312846644_0.9225685485627597
4228,chartId_1398968985476_0.785167695742078
38832,chartId_1452187859275_0.31747637689113617
23492,chartId_1435599890588_0.012241395546420674
49795,chartId_1462337088679_0.4813020407336618
34451,chartId_1447342594712_0.2512509460541365
5627,chartId_1401349390271_0.5891337250821802
443,chartId_1369626206324_0.10192310949035299
6460,chartId_1402932220057_0.5064864300146816
10092,chartId_1412547835701_0.9605612616647254
51019,chartId_1463575424875_0.48214281120475977
18603,chartId_1429629650006_0.4444569785779422
42439,chartId_1455618059640_0.6390743778653894
31098,chartId_1444314606749_0.24500727420111534
22930,chartId_1435055401552_0.3766628123159895
50577,chartId_1463081410632_0.5959327690614216
9984,chartId_1412263118142_0.08757069783063542
35582,chartId_1448388797972_0.7685406725331837
58462,chartId_1474647166937_0.944597097603979
57680,chartId_1472596389930_0.8944142015321188
43252,chartId_1456324902648_0.7826602607047944
57676,chartId_1472596361804_0.4851918457331589
28731,chartId_1442321113680_0.4682253791268665
24195,chartId_1436414735635_0.08470158488489687
9345,chartId_1410844289428_0.0783595274161012
7963,chartId_1407240189933_0.592475658865313
18884,chartId_1429944857560_0.46117796031776625
7664,chartId_1406463903829_0.11754719155064569
17910,chartId_1428621052228_0.40130741815388576
52583,chartId_1465258071029_0.4506518591661006
22700,chartId_1434827283611_0.456932392389234
38780,chartId_1452155944361_0.2629500249749342
32926,chartId_1445952869252_0.9572264850462102
47186,chartId_1460018860661_0.8205315559262488
7631,chartId_1406226179731_0.14826509834103185
4174,chartId_1398894049386_0.28269261289101494
20103,chartId_1431653127085_0.15910018468275666
15926,chartId_1425416457821_0.4349639251610955
35148,chartId_1447976927550_0.6363465209291466
22854,chartId_1435022209000_0.766724638444432
58238,chartId_1473270989942_0.8436061754956898
13616,chartId_1420830814191_0.5434243261557574
57934,chartId_1472870792047_0.1551329877693206
13243,chartId_1420041951129_0.32695043157354175
10923,chartId_1414503021433_0.2579448588340018
40661,chartId_1453894787317_0.2903298633694426
20307,chartId_1431886646058_0.08992641906186605
43156,chartId_1456253414544_0.218536876142025
51619,chartId_1464174318300_0.6802307669198701
32344,chartId_1445462410468_0.30600416435750604
14499,chartId_1422839334830_0.4048571134475187
24113,chartId_1436355312434_0.9781590749348277
53111,chartId_1465860226963_0.1909689110709628
48776,chartId_1461296064663_0.32987801525262844
3722,chartId_1398195842929_0.34697999130803014
43020,chartId_1456158456282_0.09309813925957472
30404,chartId_1443771884743_0.7144407112543079
11645,chartId_1416227429165_0.6511723556655846
57701,chartId_1472605354949_0.7636590658221394
52914,chartId_1465592791822_0.3598178197905384
20564,chartId_1432142086108_0.8116050568806418
35839,chartId_1448644897409_0.18223131591879837
15094,chartId_1423756762397_0.6162066479441204
40941,chartId_1454089137691_0.2694277309062015
577,chartId_1369990033907_0.6120344946086553
10819,chartId_1414231865335_0.47110368050156514
24156,chartId_1436383859158_0.7146716506029429
32718,chartId_1445798224986_0.703752679181156
30971,chartId_1444191352996_0.09722992869357993
14354,chartId_1422451616156_0.956420996459201
54128,chartId_1466900697564_0.36554352758101493
19598,chartId_1430923591911_0.07666343558992822
17117,chartId_1427475238468_0.5433136563679546
