Id, ChartId
10320,chartId_1412963638334_0.0016386924133725555
39799,chartId_1453153776907_0.3905852070908674
16232,chartId_1426021623691_0.7410633230853862
37113,chartId_1449894697613_0.9900225588927448
19246,chartId_1430451266967_0.7661854838072917
7718,chartId_1406646736044_0.985577883125669
22050,chartId_1433970777208_0.5129745092586888
10632,chartId_1413887769155_0.781353120041743
10362,chartId_1413146627629_0.10975673287180693
14445,chartId_1422641396184_0.21952556099767784
55069,chartId_1468336308189_0.692632877742777
14825,chartId_1423223065029_0.7455970786043784
50972,chartId_1463526326248_0.947378739452672
12298,chartId_1417605140571_0.20995132662561705
56327,chartId_1470852598887_0.34314185403249425
7422,chartId_1404904039606_0.00818936975264628
3800,chartId_1398290067902_0.14355865527482692
24805,chartId_1437069371256_0.15096236276440322
43248,chartId_1456323198276_0.8550387012644609
28156,chartId_1441638494579_0.3742136299440835
12960,chartId_1419009313979_0.5126394019140139
53179,chartId_1465893556101_0.04763148277460705
36312,chartId_1449154435498_0.2270711259511754
17031,chartId_1427385559088_0.6885880693644477
14464,chartId_1422724599859_0.873689050196536
40824,chartId_1453999825002_0.012891583873306911
29880,chartId_1443298705424_0.28660528737562163
6784,chartId_1403640431339_0.4384543949126346
11441,chartId_1415664888752_0.12002724693247352
41089,chartId_1454284886283_0.7318858280929852
37918,chartId_1450839909221_0.03527806587465693
19298,chartId_1430497362069_0.0995878803631634
33063,chartId_1446042907233_0.42929137955394486
52855,chartId_1465545949205_0.15953015068856313
56059,chartId_1470372131794_0.872232369845733
47957,chartId_1460665372959_0.14371756551358578
26350,chartId_1439346923537_0.8161248717262697
1584,chartId_1377054400009_0.4219961575495073
15361,chartId_1424271105759_0.43768412075229806
29816,chartId_1443217790128_0.6483683972634984
57668,chartId_1472592958152_0.2738807948742157
35398,chartId_1448242603879_0.5985972757916898
48028,chartId_1460712645351_0.8488100590052499
20156,chartId_1431704738937_0.025382055939437042
40910,chartId_1454082887205_0.7184675433236468
23450,chartId_1435548748756_0.44257617354166773
23561,chartId_1435686092030_0.16102806126758695
14528,chartId_1422906354264_0.6107868935475254
53836,chartId_1466607461387_0.061854928215002936
16928,chartId_1427291711284_0.24637812298449546
4337,chartId_1399131423305_0.9051304651949013
4037,chartId_1398716850704_0.5351147406351104
9673,chartId_1411633866482_0.21319498362781602
56897,chartId_1471666745966_0.6994445038787728
22567,chartId_1434659631198_0.22941873334761564
34350,chartId_1447279333485_0.5494147514292846
36653,chartId_1449472312313_0.3308706604507807
50206,chartId_1462819793908_0.48135355820802183
9192,chartId_1410650527349_0.17923382769273893
52422,chartId_1464987057493_0.47085574246011674
52650,chartId_1465364062350_0.11506194898578586
20451,chartId_1432044942328_0.2668563751360071
55896,chartId_1470077516227_0.9462075347546488
57585,chartId_1472522720910_0.821807854141271
41215,chartId_1454400544756_0.052095021577289735
19922,chartId_1431455575021_0.4829020939648004
32760,chartId_1445845037380_0.35854630870744586
18356,chartId_1429342523668_0.8494932423345745
13740,chartId_1421189879129_0.7753784323480364
17980,chartId_1428752277026_0.4418975198828822
55196,chartId_1468502714672_0.5637777895799014
1798,chartId_1380341089629_0.7478772596702339
32894,chartId_1445937615357_0.2896726625375107
54520,chartId_1467312553002_0.8422146191510719
46574,chartId_1459371694431_0.17324511855156882
18352,chartId_1429309762933_0.2235353680484211
5541,chartId_1401184314152_0.5921878895295274
50716,chartId_1463248343351_0.7557085343110065
16736,chartId_1426944883851_0.7612490789630103
30723,chartId_1444037624870_0.42015365081897976
20753,chartId_1432293476439_0.4407051152182247
3948,chartId_1398547257750_0.1828788925157192
32052,chartId_1445284558038_0.07495007045158769
7272,chartId_1404546315867_0.12532290366830045
39849,chartId_1453192830225_0.4829505942761898
5915,chartId_1401699521456_0.7326836659744331
49499,chartId_1461908400772_0.9518283584945029
9918,chartId_1412181708768_0.7882792051162977
14796,chartId_1423196416210_0.8817406720481813
55797,chartId_1469806154985_0.7757884034283982
39632,chartId_1452884313339_0.46331274762951574
5485,chartId_1401105803352_0.27695734126446386
17109,chartId_1427472164222_0.7303769485983081
181,chartId_1367034990613_0.759264320759655
53466,chartId_1466147303151_0.6959014933013874
25440,chartId_1437991272354_0.4962112952489406
35546,chartId_1448372228644_0.8488859673961997
4588,chartId_1393608547284_0.8563399856631945
41407,chartId_1454567867432_0.6809703351464123
8062,chartId_1407357566554_0.6790816753962123
15886,chartId_1425383361276_0.46206781932404156
3382,chartId_1392847382677_0.6257786039665738
26397,chartId_1439401408485_0.56448542687378
7872,chartId_1407030793750_0.10330834530598698
31620,chartId_1444839386386_0.3582123564556241
25825,chartId_1438414287028_0.015402947801249344
15774,chartId_1425247303808_0.39047917459534537
18533,chartId_1429565593015_0.31851399495452764
22323,chartId_1434446879882_0.053308497197020965
17732,chartId_1428388957032_0.31659207412179585
36596,chartId_1449428605053_0.31185779928569485
5992,chartId_1401806005219_0.7045252410543425
49667,chartId_1462170116780_0.41568469130857005
13482,chartId_1420636826469_0.8714087526356751
32543,chartId_1445603520346_0.6513357832351152
26424,chartId_1439439622306_0.6165938257964061
21184,chartId_1432846420656_0.7411479552722309
21006,chartId_1432679642203_0.25344325113110244
55639,chartId_1469520261837_0.3287343006936756
55524,chartId_1469189532813_0.7137419886168713
9886,chartId_1412145578989_0.6158630655008559
23309,chartId_1435338815820_0.10513324448245775
18375,chartId_1429355246522_0.8453182285530751
45156,chartId_1457969040181_0.940491278930937
54286,chartId_1467074855041_0.2994177786280076
39726,chartId_1453104140063_0.8541087792254984
14660,chartId_1423071559047_0.3802622095689732
11417,chartId_1415629611973_0.8479615119012028
17969,chartId_1428717466569_0.8113898068374994
58547,chartId_1475528814752_0.3983202758208759
26309,chartId_1439221424196_0.7562912501806198
45182,chartId_1457978980794_0.8044158641714603
48794,chartId_1461312100670_0.4469595733964128
41436,chartId_1454598012653_0.5570692815817893
5286,chartId_1400659563796_0.7524549108686374
40340,chartId_1453588940465_0.14644810066734654
54282,chartId_1467067141615_0.5073155222313601
52871,chartId_1465556475165_0.7106163421909228
39183,chartId_1452588344469_0.11971081250606319
21913,chartId_1433867877410_0.1453538346104324
2989,chartId_1393134152127_0.8517112980281276
57212,chartId_1472039495405_0.46783134596322445
38850,chartId_1452200604572_0.44566846064364146
32610,chartId_1445644740843_0.09779452677978995
19686,chartId_1431043209837_0.7382522591948487
8105,chartId_1407443130085_0.6978084729157852
16439,chartId_1426496069071_0.06316003781823714
1342,chartId_1375635303976_0.27230416618916514
48221,chartId_1460909785132_0.43041446565381114
53943,chartId_1466691332880_0.28077334953435273
43303,chartId_1456350976414_0.17094198832645957
45374,chartId_1458127145699_0.4580469495982705
27864,chartId_1441221601318_0.9525972797364323
41540,chartId_1454704096389_0.9798889880339225
860,chartId_1370827255486_0.20027537699027148
7358,chartId_1404837752720_0.27300524550612837
56179,chartId_1470642508688_0.02825652247670918
13157,chartId_1419718869854_0.36720783392239486
5590,chartId_1401277950888_0.8149953885717266
33895,chartId_1446854669548_0.7560233660142976
21072,chartId_1432737502220_0.4003323393922083
26743,chartId_1439901322925_0.7811102771902942
42274,chartId_1455459698153_0.23553099781273368
39593,chartId_1452862719189_0.9882733254591146
47650,chartId_1460478852849_0.41803724644705653
14344,chartId_1422438126469_0.9032282800164161
20298,chartId_1431923644736_0.6267318441668787
20020,chartId_1431552073563_0.7613916177028117
8137,chartId_1407591637121_0.14626832667741135
2952,chartId_1387567895371_0.5166762230638332
16828,chartId_1427145568803_0.5917784326479401
41986,chartId_1455139405395_0.20573273429301175
45185,chartId_1457982110272_0.8357402960774614
20263,chartId_1431802630613_0.3565555764362216
19195,chartId_1430392443874_0.1476648046011385
5663,chartId_1401381399600_0.7975562902722957
44457,chartId_1457335498714_0.47298525185533885
4565,chartId_1399481965888_0.9629005838685908
43567,chartId_1456618017474_0.26167051144875586
26639,chartId_1439732279941_0.16935768379682947
30411,chartId_1443774934371_0.26120304712094367
18178,chartId_1429114321338_0.11731957123859493
19888,chartId_1431424843401_0.20529939093607324
31192,chartId_1444422952858_0.8582247521657775
47098,chartId_1459947994209_0.8716974340929382
55842,chartId_1469994442816_0.2687170154537002
6446,chartId_1402900228104_0.3977487823542153
50575,chartId_1463076409590_0.8800798410084099
17497,chartId_1427989405465_0.785549108840951
9738,chartId_1411740491568_0.02543323040103096
18362,chartId_1429349226203_0.012596506522138228
49668,chartId_1462170890231_0.08391236978842531
5202,chartId_1400501023278_0.8037432289778532
47996,chartId_1460700924602_0.17155682865965993
37404,chartId_1450231424269_0.05601351922847625
21586,chartId_1433417946741_0.42907025848139907
10466,chartId_1413388131606_0.07153204171502059
30084,chartId_1443518468358_0.7773223044350743
43707,chartId_1456762321568_0.5797914428640789
41223,chartId_1454406786902_0.11123216370723804
43361,chartId_1456383024288_0.392902252177918
22911,chartId_1435051914876_0.8848584110382944
32750,chartId_1445834981346_0.7223896147283686
3833,chartId_1398336471155_0.57144785601505
48026,chartId_1460712300484_0.03352132494169924
47945,chartId_1460660954564_0.04231958349196763
31165,chartId_1444398961482_0.5956482673768495
48689,chartId_1461217894355_0.4950467598932684
9460,chartId_1411133088509_0.6542101490367222
39273,chartId_1452651561727_0.35585811366105174
5394,chartId_1400851162029_0.5084818341451449
45995,chartId_1458724119761_0.3042001261908821
18002,chartId_1428832559582_0.13238747005620355
35623,chartId_1448443748794_0.4211411268915981
20591,chartId_1432155815409_0.2654066046629855
13116,chartId_1419546156586_0.7604992846059351
14800,chartId_1423202785049_0.9265135193961238
16546,chartId_1426662611335_0.7458276596772784
20381,chartId_1431980541477_0.44338853750377893
20150,chartId_1431701073351_0.30228977503162907
11424,chartId_1415638852927_0.6459387475976384
45839,chartId_1458600985302_0.05826994198670388
10457,chartId_1413365536180_0.8563341078440269
7650,chartId_1406254316488_0.21140389846223773
18794,chartId_1429801397657_0.5251400617474129
44699,chartId_1457520483028_0.5554767118835686
18064,chartId_1428984625848_0.833741045113426
15894,chartId_1425394722931_0.6567656580685774
57980,chartId_1472988375609_0.6921472820683618
18889,chartId_1429947259728_0.10836615766552415
13412,chartId_1420526239648_0.08445052121259477
25248,chartId_1437733672450_0.7075098318610498
159,chartId_1366775663961_0.5132776085083545
28652,chartId_1442251879165_0.7879946790976045
23780,chartId_1435867721489_0.9280555759991208
5116,chartId_1400273409733_0.28615855169159243
4293,chartId_1399059925935_0.46901191657966684
17611,chartId_1428102401487_0.9286241917573315
22239,chartId_1434314112804_0.924812731976739
16334,chartId_1426182946030_0.7616391046904027
48959,chartId_1461529743488_0.6543797944701676
24397,chartId_1436715001890_0.9034722871147096
16326,chartId_1426175128521_0.6758408555003551
30449,chartId_1443798234523_0.9627925478171353
46891,chartId_1459756824362_0.819414473727383
30433,chartId_1443787788465_0.4070140833384519
937,chartId_1371217370196_0.32096248122265985
45084,chartId_1457914225552_0.48336651335644887
46586,chartId_1459375711478_0.38897018217542745
35988,chartId_1448896194472_0.0749699712245836
4920,chartId_1399983465795_0.072215838502459
3103,chartId_1394065298259_0.19529134805088633
22165,chartId_1434132386329_0.16154175627008371
51387,chartId_1463999433534_0.7821987449779231
51606,chartId_1464163962514_0.5063523539860737
58000,chartId_1473011755747_0.2708624037913978
12811,chartId_1418747098148_0.1560385555831288
37341,chartId_1450184475660_0.7179164098889037
3219,chartId_1395273640729_0.14701950401396774
7164,chartId_1404269751810_0.8589168680248063
51451,chartId_1464039200266_0.9023471161143716
56719,chartId_1471449803125_0.5176760371790701
39991,chartId_1453300923008_0.2049189313608189
1832,chartId_1380524632755_0.23285583073646487
4996,chartId_1400076462985_0.18221582069050868
3036,chartId_1393549075810_0.5873125475789447
42759,chartId_1455830855323_0.2596609197103304
49536,chartId_1461936031140_0.33400218260035663
29631,chartId_1443081823534_0.7039166404584902
19327,chartId_1430552170856_0.9844407900014305
42967,chartId_1456086060329_0.791407370836118
20344,chartId_1431942210057_0.4689366079775256
3963,chartId_1398606316342_0.39328373079882533
51432,chartId_1464034749846_0.08877303876321596
19758,chartId_1431242248672_0.05434531395285158
25318,chartId_1437771086574_0.3497445616107931
5569,chartId_1401231331139_0.44965442028394764
48340,chartId_1461001732777_0.3773536935356523
24650,chartId_1436969457124_0.14526102586823025
40403,chartId_1453688832865_0.5811039216350764
18815,chartId_1429836565732_0.06267807304731881
27984,chartId_1441356168035_0.6251906991413737
37501,chartId_1450295843883_0.09864357369951904
28801,chartId_1442362109498_0.38572944915746343
54851,chartId_1467810727661_0.5606474385951081
58447,chartId_1474532188310_0.9067525036178798
24775,chartId_1437037381049_0.4618188092297811
25884,chartId_1438578535832_0.9874522131074298
38337,chartId_1451516465533_0.9604174245614558
48106,chartId_1460750909869_0.0007782436991323749
44747,chartId_1457556458903_0.5207857088211891
21968,chartId_1433910116084_0.24007576553693216
17658,chartId_1428214579119_0.29328682967925185
38064,chartId_1451197828453_0.2592815359864916
37515,chartId_1450303340072_0.9916111466980155
36182,chartId_1449048586466_0.48949153731870787
12797,chartId_1418620476384_0.08633348877455482
18901,chartId_1429969117313_0.9561936730606999
57182,chartId_1471996611324_0.9840613111878798
34044,chartId_1447065192056_0.43803988867059296
26699,chartId_1439828053184_0.0120244557685657
41598,chartId_1454776562964_0.17798461106581315
32444,chartId_1445513213491_0.25605692295357585
48214,chartId_1460904984973_0.5599636806926738
8679,chartId_1409249998634_0.8529017327056815
36591,chartId_1449417557615_0.2584765709339098
49083,chartId_1461602139655_0.42504780279920406
25262,chartId_1437743324146_0.15706015525944777
49260,chartId_1461725172016_0.4815912686308541
4235,chartId_1398972486094_0.1947230546961472
54187,chartId_1466981658401_0.8063436287920922
5870,chartId_1401475443678_0.4335348904167786
44207,chartId_1457105633086_0.04425831211771747
44532,chartId_1457394223320_0.6948429971378562
13585,chartId_1420797419301_0.28226885171172006
19011,chartId_1430206923740_0.20284114724626656
55718,chartId_1469590830840_0.5482251485989574
32726,chartId_1445806447968_0.7763848348986357
38181,chartId_1451342710243_0.5301802539185926
55269,chartId_1468613535177_0.4933383810093051
297,chartId_1369118998429_0.32110303718896865
36673,chartId_1449486675508_0.6786730314725764
8048,chartId_1407328369313_0.43420919567035215
52603,chartId_1465297666198_0.410600455641976
39938,chartId_1453247760597_0.044221700217483006
32382,chartId_1445487061650_0.5719284800969759
50205,chartId_1462819198539_0.7901487672979776
58134,chartId_1473177243431_0.25106588029302657
43371,chartId_1456383187761_0.6317692372525987
26608,chartId_1439664468579_0.2767003492908353
48601,chartId_1461155650948_0.8042238810394571
46314,chartId_1459072074144_0.7390881351559451
36004,chartId_1448904682073_0.22046390290885953
29280,chartId_1442890409411_0.9047094578441446
21177,chartId_1432843921490_0.1329804835953043
14510,chartId_1422864511671_0.772079549757357
9080,chartId_1410416706209_0.5589116497693358
34668,chartId_1447511032628_0.9281680821355535
36450,chartId_1449264977291_0.5859124309120522
4667,chartId_1399568664220_0.24981062416918576
30346,chartId_1443713640590_0.6553838094097665
28245,chartId_1441732024480_0.7713160329516198
15928,chartId_1425418000950_0.209878788173182
54302,chartId_1467098232066_0.25042063494325223
41600,chartId_1454780570545_0.19606574506924024
51795,chartId_1464312385538_0.4774577920308399
11986,chartId_1416913896182_0.8074581922662436
29584,chartId_1443042334406_0.897456896472911
7032,chartId_1404055656285_0.8333001069619769
53723,chartId_1466498762878_0.9144523367285728
50448,chartId_1463006636578_0.5743234560359269
44181,chartId_1457091645403_0.4549986532293428
9419,chartId_1411071459796_0.8063845885968951
990,chartId_1371267746648_0.012838892125458467
53818,chartId_1466584605999_0.44857806619256735
22000,chartId_1433927408552_0.9336976305099376
45619,chartId_1458295616791_0.6626424791860188
32736,chartId_1445811171245_0.8017194038597226
31429,chartId_1444686825348_0.03758105328653594
17178,chartId_1427609831819_0.19054237962871934
6622,chartId_1403536690738_0.35690848948833564
14611,chartId_1423001642811_0.5376238438430686
23413,chartId_1435522983043_0.6328673190437257
30089,chartId_1443521385250_0.43872003768747375
55048,chartId_1468281084336_0.7949509037404263
46119,chartId_1458798369911_0.8808752274208442
45707,chartId_1458404404221_0.8965094246201766
548,chartId_1369973493057_0.46808711773348566
31978,chartId_1445217480630_0.2425240180741895
32245,chartId_1445413300793_0.2581121196134984
48536,chartId_1461118297255_0.7999291958180876
5333,chartId_1400716180737_0.4490958763510725
24692,chartId_1436984005412_0.241134166441755
28060,chartId_1441480227520_0.2670774096623063
20062,chartId_1431618066114_0.8693261727244558
7388,chartId_1404858908352_0.5011226025205094
32325,chartId_1445451561479_0.005318210693076253
5074,chartId_1400227838684_0.2024244132232313
6735,chartId_1403620019482_0.20195091227624157
7750,chartId_1406716125388_0.3147455851129666
31801,chartId_1444979681617_0.16843901891848945
15154,chartId_1423844725769_0.44792243835329004
22184,chartId_1434161620522_0.7767657060594356
11194,chartId_1415091385200_0.28951634600674486
37460,chartId_1450277731645_0.8112956839034713
5768,chartId_1401428385473_0.1265532818936725
12364,chartId_1417729523753_0.7449505417170359
10205,chartId_1412696547727_0.7069665348803513
9093,chartId_1410430969765_0.13382974559538818
26287,chartId_1439203119935_0.42498615811446566
26079,chartId_1438824915440_0.5856719656242828
9067,chartId_1410395921124_0.14587361768318407
18062,chartId_1428971789181_0.7069438714534044
38562,chartId_1451940295035_0.11117990594337362
44209,chartId_1457108967961_0.4400577746039921
42920,chartId_1455999951225_0.4990624820287966
14794,chartId_1423195686770_0.11334191973881485
41933,chartId_1455108693839_0.5872710692873788
5846,chartId_1401445972049_0.004965359523871393
37588,chartId_1450380088161_0.6778656551224745
22941,chartId_1435058407864_0.12214599386788905
48012,chartId_1460711102602_0.27504165347270737
31601,chartId_1444831288113_0.10620738486738346
2256,chartId_1384820365840_0.6358570134023153
12182,chartId_1417438123713_0.16869942579594232
32587,chartId_1445636672472_0.008263236302116505
53879,chartId_1466632625981_0.33123764116317034
49928,chartId_1462457685510_0.9407490394304343
1030,chartId_1371444514852_0.7925094345023007
49947,chartId_1462476572351_0.367266957799642
19994,chartId_1431534860753_0.30346787966943034
27242,chartId_1440508742654_0.5009171118822032
7887,chartId_1407089888307_0.22998379096458815
28909,chartId_1442476721085_0.8221145868535015
22258,chartId_1434349043294_0.09670227293148287
27186,chartId_1440473377313_0.09521962414258828
58521,chartId_1475322540275_0.36956288701171885
13761,chartId_1421234225271_0.11693127487913135
22687,chartId_1434796889711_0.9114123110193759
47686,chartId_1460511754441_0.6818302145693451
8727,chartId_1409372920787_0.6347736707336684
34285,chartId_1447251558423_0.46786395006233694
49942,chartId_1462471104555_0.6529253945216321
30781,chartId_1444064886972_0.7105627432465553
7037,chartId_1404074664464_0.6148212314543644
10657,chartId_1413915211694_0.47845724136936246
10412,chartId_1413259783821_0.6428894103012417
41656,chartId_1454888622943_0.035861097720536195
45352,chartId_1458109182991_0.4607036691227944
2220,chartId_1384302518047_0.4588668759901708
34519,chartId_1447366436578_0.9167621027359576
49842,chartId_1462377790489_0.46188757814682924
